label,region,island,side,reef,protection_status,phylum,class,functional_group,species,quantity
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Esponja incrustante,7
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Esponja masiva,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Esponja tubular,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,NA,NA,NA,Zoantido,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,digitate coral,Madracis auretenra,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,digitate coral,Madracis decactis,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,digitate coral,Porites furcata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Agaricia agaricites,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,7
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,4
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Porites astreoides,8
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Palythoa caribaeorum,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Spheciospongia,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Aplysina sp,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Esponja cafe,6
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,digitate coral,Madracis formosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Diploria labyrinthiformis,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Meandrina meandrites,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,10
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Erythropodium caribaeorum,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,fan coral,Octocoral,9
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Aplysina sp,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,NA,NA,NA,Esqueleto,5
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,digitate coral,Porites furcata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Agaricia agaricites,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Meandrina meandrites,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,4
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Porites astreoides,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,massive coral,Stephanocoenia intersepta,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Cnidaria,Anthozoa,fan coral,Octocoral,9
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Esponja incrustante,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Porifera,Demospongiae,porifera,Esponja tubular,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,NA,NA,NA,Zoantido,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,9
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Xestospongia muta,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Aplysina sp,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Colpophyllia natans,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Diploria labyrinthiformis,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,4
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Porites astreoides,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Xestospongia muta,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,fan coral,Octocoral,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Ircinia sp,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Aplysina sp,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Agaricia agaricites,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,4
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Esponja incrustante,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Esponja masiva,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Colpophyllia natans,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Diploria labyrinthiformis,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Porifera,Demospongiae,porifera,Esponja vaso gigante,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,digitate coral,Porites furcata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,digitate coral,Porites porites,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Meandrina meandrites,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,5
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Mycetophyllia aliciae,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Mycetophyllia lamarckiana,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Porites astreoides,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Siderastrea siderea,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,Anemona,Briareum asbestinum,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Porifera,Demospongiae,porifera,Esponja cafe,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,NA,NA,NA,Zoantido,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,digitate coral,Madracis formosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,5
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,5
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Hydrozoa,ramified,Millepora alcicornis,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Porifera,Demospongiae,porifera,Aplysina sp,4
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,NA,NA,NA,Esqueleto,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,digitate coral,Madracis formosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Diploria labyrinthiformis,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,8
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Porifera,Demospongiae,porifera,Aplysina sp,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Colpophyllia natans,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Porites astreoides,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,fan coral,Octocoral,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Hydrozoa,ramified,Millepora alcicornis,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Porifera,Demospongiae,porifera,Esponja masiva,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Porifera,Demospongiae,porifera,Esponja tubular,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Porifera,Demospongiae,porifera,Esponja vaso gigante,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Agaricia lamarcki,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Diploria labyrinthiformis,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Meandrina meandrites,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,13
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,5
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Porites astreoides,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Cnidaria,Anthozoa,massive coral,Siderastrea siderea,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Porifera,Demospongiae,porifera,Aplysina sp,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,NA,NA,NA,Zoantido,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,9
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Octocoral,33
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Porifera,Demospongiae,porifera,Aplysina sp,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,NA,NA,NA,Esqueleto,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,digitate coral,Porites furcata,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,6
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,4
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Porites astreoides,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Palythoa caribaeorum,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Plexaura flexuosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Plexaura homomalla,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Pseudoplexaura sp,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Erythropodium caribaeorum,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Hydrozoa,ramified,Millepora complanata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Porifera,Demospongiae,porifera,Aplysina sp,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Porifera,Demospongiae,porifera,Esponja cafe,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,digitate coral,Madracis decactis,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Colpophyllia natans,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Diploria labyrinthiformis,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Meandrina meandrites,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,5
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Siderastrea siderea,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Palythoa caribaeorum,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Antillogorgia americana,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Plexaura flexuosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Pseudoplexaura sp,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Erythropodium caribaeorum,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Hydrozoa,ramified,Millepora complanata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Porifera,Demospongiae,porifera,Aplysina sp,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Eusmilia fastigiata,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Meandrina meandrites,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Orbicella franksi,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Pseudodiploria strigosa,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Octocoral,27
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Porifera,Demospongiae,porifera,Aplysina sp,4
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Siderastrea siderea,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Octocoral,12
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,digitate coral,Porites furcata,3
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Agaricia agaricites,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Montastraea cavernosa,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Orbicella faveolata,2
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,massive coral,Siderastrea siderea,1
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Cnidaria,Anthozoa,fan coral,Octocoral,10
INV,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Porifera,Demospongiae,porifera,Esponja tubular,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Abudefduf saxatilis,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Chordata,Vertebrata,macro-invertivores,Balistes vetula,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,macro-invertivores,Balistes vetula,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,browsers,Sparisoma rubripinne,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,browsers,Sparisoma rubripinne,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma rubripinne,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,browsers,Sparisoma rubripinne,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,browsers,Sparisoma viride,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,browsers,Sparisoma viride,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,browsers,Sparisoma viride,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,browsers,Sparisoma viride,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,browsers,Sparisoma viride,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,browsers,Sparisoma viride,3
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,3
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,browsers,Sparisoma viride,5
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,browsers,Sparisoma viride,1
